,state,college,cases,college_size_category,distance_educ_offered,admissions_total,freshmen_enrollment,admissions_men,admissions_women,number_freshmen_submitting_sat,number_freshmen_submitting_act,sat_ebrw_25,sat_ebrw_75,sat_math_25,sat_math_75,act_comp_25,act_comp_75,act_english_25,act_english_75,act_math_25,act_math_75,football_conference,region,status_reopening,stay_at_home_order,large_gatherings,restaurant_limits,bar_closures,face_coverings,class_plan,total_enrollment,percent_infected,greater_than_5
589,Michigan,University of Michigan,3034.0,5.0,1.0,14883.0,6830.0,6987.0,7896.0,4315.0,3288.0,660.0,740.0,680.0,790.0,31.0,34.0,32.0,35.0,29.0,34.0,Big Ten Conference,Midwest,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,46716,0.06494562890658447,1
590,Michigan,University of Michigan-Dearborn,17.0,3.0,1.0,4009.0,1015.0,1906.0,2103.0,918.0,252.0,540.0,640.0,530.0,660.0,22.0,29.0,22.0,30.0,20.0,28.0,Not applicable,Midwest,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,9460,0.0017970401691331924,0
591,Michigan,University of Michigan-Flint,48.0,3.0,1.0,2806.0,604.0,1028.0,1778.0,552.0,104.0,500.0,620.0,470.0,600.0,20.0,26.0,20.0,25.0,18.0,25.0,Not applicable,Midwest,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,7532,0.006372809346787042,0
592,Michigan,Wayne State University,302.0,5.0,1.0,11495.0,2968.0,4433.0,6952.0,2607.0,638.0,510.0,620.0,500.0,610.0,21.0,27.0,21.0,28.0,19.0,27.0,Great Lakes Intercollegiate Athletic Conference,Midwest,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,27025,0.011174838112858465,0
593,Michigan,Western Michigan University,1226.0,5.0,1.0,14133.0,2919.0,6427.0,7706.0,2379.0,833.0,500.0,610.0,500.0,600.0,19.0,26.0,18.0,25.0,17.0,26.0,Mid-American Conference,Midwest,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,22562,0.054339154330289866,1
594,Minnesota,Augsburg University,131.0,2.0,1.0,2013.0,636.0,765.0,1248.0,9.0,547.0,535.0,650.0,520.0,655.0,18.0,23.0,16.0,23.0,17.0,24.0,Minnesota Intercollegiate Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,3419,0.03831529687042995,0
596,Minnesota,Bethany Lutheran College,69.0,1.0,1.0,462.0,179.0,205.0,257.0,19.0,135.0,460.0,570.0,490.0,580.0,20.0,26.0,18.0,25.0,18.0,26.0,Not applicable,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,739,0.09336941813261164,1
597,Minnesota,Bethel University - MN,363.0,2.0,1.0,1912.0,589.0,730.0,1182.0,41.0,547.0,520.0,640.0,510.0,650.0,21.0,27.0,21.0,27.0,21.0,27.0,Minnesota Intercollegiate Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,3692,0.09832069339111593,1
600,Minnesota,Concordia College at Moorhead,275.0,2.0,1.0,2321.0,517.0,927.0,1394.0,18.0,450.0,478.0,645.0,478.0,698.0,21.0,27.0,17.0,25.0,20.0,27.0,Minnesota Intercollegiate Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,2129,0.12916862376702679,1
602,Minnesota,Crown College,12.0,2.0,1.0,411.0,132.0,240.0,171.0,18.0,83.0,500.0,620.0,480.0,580.0,18.0,23.0,16.0,23.0,17.0,25.0,Upper Midwest Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,1510,0.007947019867549669,0
604,Minnesota,Hamline University,116.0,2.0,1.0,3117.0,547.0,1042.0,2075.0,47.0,513.0,490.0,640.0,510.0,620.0,19.0,26.0,18.0,25.0,18.0,26.0,Minnesota Intercollegiate Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,3526,0.032898468519568916,0
605,Minnesota,Macalester College,49.0,2.0,0.0,2129.0,502.0,843.0,1286.0,285.0,252.0,660.0,740.0,660.0,770.0,29.0,33.0,29.0,35.0,27.0,32.0,Midwest Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,2174,0.022539098436062558,0
606,Minnesota,Martin Luther College,78.0,1.0,1.0,223.0,168.0,116.0,107.0,8.0,160.0,510.0,675.0,560.0,645.0,22.0,28.0,21.0,28.0,22.0,28.0,Upper Midwest Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,972,0.08024691358024691,1
608,Minnesota,Minnesota State University Moorhead,263.0,3.0,1.0,2591.0,788.0,1019.0,1572.0,6.0,770.0,510.0,670.0,420.0,550.0,19.0,24.0,18.0,25.0,18.0,24.0,Northern Sun Intercollegiate Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,5860,0.04488054607508533,0
612,Minnesota,Saint Mary's University of Minnesota,113.0,3.0,1.0,1378.0,301.0,510.0,868.0,38.0,268.0,520.0,608.0,510.0,588.0,20.0,26.0,19.0,26.0,20.0,25.0,Not applicable,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,5560,0.020323741007194245,0
613,Minnesota,Southwest Minnesota State University,183.0,3.0,1.0,1447.0,297.0,645.0,797.0,26.0,263.0,457.0,542.0,450.0,545.0,18.0,24.0,16.0,23.0,17.0,24.0,Northern Sun Intercollegiate Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,7167,0.025533696107157805,0
614,Minnesota,St. Catherine University,208.0,2.0,1.0,1655.0,342.0,0.0,1655.0,19.0,317.0,570.0,640.0,510.0,630.0,23.0,25.0,22.0,25.0,18.0,25.0,Not applicable,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,4859,0.04280716196748302,0
615,Minnesota,St. Cloud State University,414.0,4.0,1.0,4656.0,1237.0,2016.0,2640.0,54.0,1122.0,477.0,582.0,457.0,612.0,18.0,24.0,16.0,23.0,18.0,25.0,Northern Sun Intercollegiate Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,13928,0.029724296381390007,0
616,Minnesota,St. Olaf College,60.0,2.0,0.0,2705.0,806.0,1112.0,1593.0,243.0,596.0,590.0,710.0,600.0,720.0,26.0,32.0,24.0,34.0,25.0,31.0,Minnesota Intercollegiate Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,3048,0.01968503937007874,0
619,Minnesota,University of Minnesota Duluth,450.0,4.0,1.0,6518.0,2043.0,3066.0,3452.0,62.0,2006.0,550.0,660.0,560.0,700.0,21.0,26.0,20.0,25.0,21.0,27.0,Northern Sun Intercollegiate Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,11024,0.0408200290275762,0
620,Minnesota,University of Minnesota Morris,54.0,2.0,1.0,1852.0,322.0,778.0,1074.0,33.0,302.0,540.0,660.0,530.0,600.0,21.0,28.0,20.0,27.0,21.0,27.0,Upper Midwest Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,1552,0.03479381443298969,0
621,Minnesota,University of Minnesota Rochester,5.0,1.0,1.0,674.0,164.0,167.0,507.0,6.0,160.0,563.0,618.0,473.0,630.0,22.0,26.0,20.0,25.0,22.0,26.0,Not applicable,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,533,0.009380863039399626,0
622,Minnesota,University of Minnesota Twin Cities,1601.0,5.0,1.0,23076.0,6278.0,10643.0,12433.0,1127.0,5560.0,600.0,710.0,660.0,770.0,26.0,31.0,24.0,33.0,25.0,30.0,Big Ten Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,50734,0.03155674695470493,0
623,Minnesota,"University of Northwestern, St. Paul",126.0,2.0,1.0,1141.0,410.0,484.0,657.0,33.0,379.0,560.0,660.0,550.0,670.0,21.0,28.0,20.0,30.0,19.0,27.0,Upper Midwest Athletic Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,3623,0.03477780844603919,0
624,Minnesota,Winona State University,600.0,3.0,1.0,5204.0,1555.0,1490.0,3714.0,32.0,1523.0,490.0,580.0,510.0,630.0,19.0,24.0,18.0,24.0,18.0,24.0,Northern Sun Intercollegiate Conference,Midwest,Reopened,Lifted,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,7792,0.07700205338809035,1
625,Mississippi,Alcorn State University,140.0,2.0,1.0,3049.0,524.0,858.0,2191.0,50.0,474.0,410.0,510.0,390.0,460.0,16.0,24.0,17.0,25.0,17.0,24.0,Southwestern Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily online,3658,0.03827227993439038,0
627,Mississippi,Delta State University,158.0,2.0,1.0,1008.0,290.0,406.0,602.0,21.0,268.0,470.0,620.0,510.0,630.0,18.0,24.0,17.0,24.0,17.0,23.0,Gulf South Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily in person,3715,0.04253028263795424,0
628,Mississippi,Jackson State University,56.0,3.0,1.0,5669.0,854.0,1751.0,3918.0,188.0,666.0,450.0,540.0,433.0,540.0,17.0,21.0,15.0,22.0,16.0,20.0,Southwestern Athletic Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily online,7250,0.007724137931034483,0
629,Mississippi,Millsaps College,62.0,1.0,1.0,3594.0,203.0,1325.0,2269.0,43.0,202.0,550.0,640.0,530.0,650.0,21.0,26.0,21.0,28.0,19.0,25.0,Southern Athletic Association,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily in person,865,0.07167630057803469,1
630,Mississippi,Mississippi College,178.0,2.0,1.0,909.0,465.0,356.0,553.0,53.0,433.0,560.0,640.0,500.0,590.0,22.0,29.0,22.0,33.0,20.0,27.0,Gulf South Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily online,5103,0.0348814422888497,0
631,Mississippi,Mississippi State University,799.0,5.0,1.0,9878.0,3500.0,4456.0,5422.0,206.0,3294.0,540.0,630.0,530.0,650.0,22.0,30.0,22.0,33.0,21.0,28.0,Southeastern Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Hybrid,21974,0.03636115409119869,0
632,Mississippi,Mississippi University for Women,79.0,2.0,1.0,517.0,175.0,88.0,429.0,3.0,172.0,470.0,610.0,490.0,590.0,18.0,25.0,17.0,24.0,16.0,23.0,Not applicable,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Primarily online,2711,0.029140538546661748,0
635,Mississippi,University of Mississippi,938.0,5.0,1.0,14325.0,3232.0,5569.0,8756.0,853.0,2753.0,520.0,630.0,500.0,620.0,21.0,29.0,22.0,32.0,20.0,27.0,Southeastern Conference,South,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,New Service Limits,Required for General Public,Hybrid,22456,0.04177057356608479,0
637,Missouri,Central Methodist University,360.0,2.0,0.0,1156.0,321.0,653.0,503.0,67.0,263.0,465.0,555.0,465.0,545.0,19.0,25.0,17.0,24.0,17.0,24.0,Heart of America Athletic Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Hybrid,5011,0.07184194771502694,1
638,Missouri,College of the Ozarks,2.0,2.0,0.0,279.0,255.0,131.0,148.0,19.0,245.0,525.0,608.0,440.0,595.0,21.0,26.0,21.0,27.0,19.0,25.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,1565,0.0012779552715654952,0
639,Missouri,Drury University,234.0,2.0,1.0,1072.0,342.0,427.0,645.0,43.0,309.0,520.0,620.0,525.0,605.0,22.0,28.0,21.0,28.0,20.0,27.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Fully in person,1730,0.1352601156069364,1
641,Missouri,Fontbonne University,33.0,2.0,1.0,621.0,184.0,255.0,366.0,17.0,162.0,490.0,570.0,500.0,530.0,18.0,23.0,18.0,23.0,18.0,23.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,1290,0.02558139534883721,0
645,Missouri,Lindenwood University,253.0,3.0,1.0,3414.0,798.0,1499.0,1915.0,266.0,573.0,490.0,580.0,490.0,590.0,20.0,25.0,19.0,25.0,18.0,25.0,Great Lakes Valley Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Hybrid,9468,0.026721588508660753,0
646,Missouri,Missouri Baptist University,134.0,3.0,1.0,528.0,291.0,254.0,274.0,45.0,256.0,470.0,550.0,450.0,550.0,19.0,23.0,18.0,23.0,17.0,23.0,Mid-States Football Association,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,5292,0.025321239606953892,0
647,Missouri,Missouri Southern State University,276.0,3.0,1.0,2159.0,729.0,800.0,1359.0,51.0,680.0,410.0,580.0,430.0,560.0,18.0,24.0,17.0,24.0,17.0,23.0,Mid-America Intercollegiate Athletic Association,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,6006,0.04595404595404595,0
648,Missouri,Missouri State University,1591.0,5.0,1.0,6667.0,2679.0,2447.0,4220.0,243.0,2521.0,520.0,620.0,520.0,620.0,21.0,27.0,21.0,27.0,19.0,26.0,Missouri Valley Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Hybrid,23697,0.06713930033337553,1
649,Missouri,Missouri University of Science and Technology,360.0,3.0,1.0,4008.0,1145.0,2883.0,1125.0,79.0,1027.0,600.0,700.0,600.0,750.0,26.0,32.0,24.0,33.0,26.0,31.0,Great Lakes Valley Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,8601,0.04185559818625741,0
651,Missouri,Northwest Missouri State University,747.0,3.0,1.0,6601.0,1355.0,2393.0,4208.0,50.0,1291.0,498.0,610.0,500.0,630.0,19.0,25.0,18.0,24.0,17.0,24.0,Mid-America Intercollegiate Athletic Association,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Hybrid,6857,0.10893976957853288,1
652,Missouri,Rockhurst University,40.0,2.0,1.0,2087.0,394.0,762.0,1325.0,16.0,378.0,538.0,620.0,540.0,640.0,21.0,27.0,21.0,29.0,20.0,27.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,3145,0.012718600953895072,0
653,Missouri,Saint Louis University,504.0,4.0,1.0,9076.0,1902.0,3508.0,5568.0,682.0,1452.0,590.0,680.0,580.0,700.0,25.0,30.0,24.0,33.0,24.0,29.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,14438,0.034907881978113314,0
655,Missouri,Southwest Baptist University,213.0,2.0,1.0,1481.0,459.0,547.0,934.0,61.0,388.0,440.0,600.0,450.0,565.0,19.0,25.0,18.0,25.0,17.0,25.0,Great Lakes Valley Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,3357,0.06344950848972297,1
656,Missouri,St. Louis College of Pharmacy,83.0,2.0,0.0,253.0,90.0,81.0,172.0,32.0,71.0,560.0,650.0,598.0,680.0,24.0,29.0,24.0,32.0,24.0,29.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Fully in person,1195,0.0694560669456067,1
658,Missouri,Truman State University,293.0,3.0,1.0,2877.0,898.0,1142.0,1735.0,92.0,823.0,580.0,680.0,570.0,670.0,24.0,31.0,24.0,33.0,23.0,28.0,Great Lakes Valley Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Hybrid,5853,0.05005979839398599,1
660,Missouri,University of Missouri,2899.0,5.0,1.0,16158.0,5431.0,6747.0,9411.0,542.0,4869.0,560.0,660.0,560.0,680.0,23.0,29.0,22.0,28.0,23.0,28.0,Southeastern Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,29843,0.09714170827329692,1
661,Missouri,University of Missouri-Kansas City,352.0,4.0,1.0,3527.0,1196.0,1209.0,2318.0,53.0,1076.0,500.0,650.0,480.0,680.0,21.0,28.0,20.0,30.0,19.0,27.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,16375,0.02149618320610687,0
662,Missouri,University of Missouri-St. Louis,324.0,4.0,1.0,1790.0,447.0,659.0,1131.0,79.0,392.0,510.0,610.0,520.0,620.0,21.0,27.0,21.0,28.0,20.0,26.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,16441,0.0197068304847637,0
663,Missouri,Washington University in St. Louis,364.0,4.0,1.0,3522.0,1732.0,1663.0,1859.0,646.0,1173.0,720.0,760.0,760.0,800.0,33.0,35.0,34.0,35.0,30.0,35.0,University Athletic Association,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,15852,0.022962402220539996,0
664,Missouri,Webster University,48.0,3.0,1.0,1236.0,411.0,485.0,751.0,54.0,334.0,510.0,640.0,500.0,610.0,21.0,27.0,21.0,29.0,18.0,26.0,Not applicable,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,11406,0.004208311415044713,0
665,Missouri,Westminster College - MO,105.0,1.0,1.0,759.0,142.0,376.0,383.0,15.0,131.0,530.0,590.0,500.0,600.0,20.0,25.0,19.0,25.0,19.0,25.0,Upper Midwest Athletic Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily online,717,0.14644351464435146,1
666,Missouri,William Jewell College,80.0,1.0,1.0,538.0,168.0,263.0,275.0,20.0,153.0,540.0,650.0,540.0,650.0,22.0,27.0,22.0,28.0,22.0,27.0,Great Lakes Valley Conference,Midwest,Reopened,Lifted,Lifted,Reopened to Dine-in Service,Reopened,-,Primarily in person,808,0.09900990099009901,1
668,Montana,Carroll College,120.0,2.0,1.0,1826.0,312.0,679.0,1147.0,158.0,220.0,540.0,650.0,530.0,640.0,21.0,26.0,21.0,26.0,20.0,26.0,Frontier Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,1335,0.0898876404494382,1
669,Montana,Montana State University,1420.0,4.0,1.0,15684.0,3366.0,8313.0,7371.0,1370.0,2306.0,550.0,650.0,540.0,660.0,21.0,27.0,20.0,27.0,20.0,27.0,Big Sky Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,16814,0.08445343166408945,1
672,Montana,Montana Technological University,169.0,2.0,1.0,855.0,275.0,596.0,259.0,44.0,231.0,530.0,620.0,550.0,640.0,21.0,26.0,19.0,24.0,22.0,27.0,Frontier Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully in person,1844,0.09164859002169197,1
673,Montana,Rocky Mountain College,71.0,2.0,1.0,922.0,245.0,410.0,512.0,86.0,173.0,483.0,590.0,453.0,578.0,19.0,24.0,17.0,23.0,17.0,24.0,Frontier Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,997,0.0712136409227683,1
676,Montana,University of Montana,480.0,4.0,1.0,4614.0,1482.0,1950.0,2664.0,454.0,820.0,535.0,635.0,520.0,610.0,20.0,26.0,19.0,26.0,18.0,26.0,Big Sky Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,10962,0.043787629994526546,0
677,Montana,University of Montana Western,101.0,2.0,1.0,448.0,269.0,178.0,270.0,44.0,217.0,430.0,570.0,460.0,550.0,17.0,22.0,14.0,22.0,17.0,21.0,Frontier Conference,West,Reopened,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,1508,0.06697612732095491,1
679,Nebraska,Creighton University,760.0,3.0,1.0,6915.0,1076.0,2836.0,4079.0,319.0,874.0,590.0,670.0,580.0,680.0,23.0,29.0,23.0,31.0,24.0,28.0,Not applicable,Midwest,Reopened,-,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Primarily in person,8910,0.08529741863075196,1
681,Nebraska,Hastings College,103.0,1.0,1.0,1265.0,316.0,645.0,620.0,99.0,236.0,470.0,580.0,470.0,590.0,18.0,24.0,18.0,21.0,17.0,23.0,Great Plains Athletic Conference,Midwest,Reopened,-,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Hybrid,1080,0.09537037037037037,1
682,Nebraska,Nebraska Wesleyan University,381.0,2.0,1.0,1630.0,487.0,656.0,974.0,67.0,439.0,540.0,630.0,530.0,610.0,22.0,28.0,21.0,30.0,21.0,27.0,American Rivers Conference,Midwest,Reopened,-,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Primarily in person,2095,0.18186157517899762,1
684,Nebraska,University of Nebraska at Kearney,433.0,3.0,1.0,4535.0,863.0,1710.0,2825.0,21.0,753.0,480.0,583.0,510.0,585.0,20.0,26.0,19.0,26.0,18.0,26.0,Mid-America Intercollegiate Athletic Association,Midwest,Reopened,-,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Hybrid,6327,0.06843685791054212,1
686,Nebraska,University of Nebraska-Lincoln,1935.0,5.0,1.0,13165.0,4775.0,6093.0,7072.0,591.0,4393.0,560.0,670.0,560.0,690.0,22.0,28.0,21.0,27.0,21.0,28.0,Big Ten Conference,Midwest,Reopened,-,>25_prohibited,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Primarily in person,25820,0.0749419054996127,1
692,Nevada,"University of Nevada, Las Vegas",507.0,5.0,1.0,10264.0,4465.0,4124.0,6140.0,1431.0,3621.0,520.0,620.0,510.0,630.0,19.0,25.0,18.0,25.0,17.0,25.0,Mountain West Conference,West,New Restrictions Imposed,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,30457,0.016646419542305547,0
693,Nevada,"University of Nevada, Reno",1209.0,5.0,1.0,7996.0,3547.0,3605.0,4391.0,1580.0,2826.0,540.0,640.0,530.0,650.0,21.0,26.0,19.0,26.0,20.0,26.0,Mountain West Conference,West,New Restrictions Imposed,Lifted,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,21463,0.056329497274379164,1
696,New Hampshire,Dartmouth College,58.0,3.0,1.0,1875.0,1190.0,959.0,916.0,680.0,510.0,710.0,770.0,730.0,790.0,32.0,35.0,33.0,36.0,30.0,35.0,Ivy Group,Northeast,Reopened,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Primarily online,6572,0.008825319537431528,0
703,New Hampshire,Saint Anselm College,53.0,2.0,1.0,2811.0,509.0,1146.0,1665.0,286.0,40.0,580.0,650.0,560.0,650.0,23.0,29.0,23.0,30.0,22.0,26.0,Northeast 10 Conference,Northeast,Reopened,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Primarily in person,2024,0.026185770750988144,0
706,New Hampshire,University of New Hampshire,620.0,4.0,1.0,15159.0,2731.0,5873.0,9286.0,2541.0,368.0,540.0,640.0,530.0,630.0,22.0,28.0,21.0,28.0,21.0,27.0,Colonial Athletic Association,Northeast,Reopened,Lifted,Lifted,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for Certain Employees,Primarily online,15298,0.040528173617466336,0
707,New Jersey,Bloomfield College,34.0,2.0,1.0,2848.0,400.0,966.0,1882.0,246.0,26.0,420.0,560.0,400.0,550.0,14.0,20.0,13.0,21.0,15.0,18.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,1685,0.020178041543026708,0
708,New Jersey,Caldwell University,13.0,2.0,1.0,3289.0,445.0,1135.0,2154.0,416.0,54.0,470.0,570.0,470.0,580.0,17.0,23.0,15.0,23.0,17.0,22.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,2189,0.005938784833257195,0
709,New Jersey,Centenary University,22.0,2.0,1.0,1022.0,205.0,344.0,678.0,164.0,28.0,465.0,570.0,473.0,578.0,15.0,25.0,12.0,22.0,15.0,23.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Other,1802,0.01220865704772475,0
713,New Jersey,Felician University,21.0,2.0,1.0,2191.0,382.0,677.0,1514.0,331.0,53.0,450.0,540.0,450.0,540.0,15.0,20.0,13.0,17.0,15.0,19.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,2004,0.010479041916167664,0
714,New Jersey,Georgian Court University,64.0,2.0,1.0,1377.0,197.0,416.0,961.0,170.0,10.0,480.0,580.0,478.0,580.0,19.0,25.0,19.0,25.0,17.0,22.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,2458,0.026037428803905614,0
