,state,college,cases,college_size_category,distance_educ_offered,admissions_total,freshmen_enrollment,admissions_men,admissions_women,number_freshmen_submitting_sat,number_freshmen_submitting_act,sat_ebrw_25,sat_ebrw_75,sat_math_25,sat_math_75,act_comp_25,act_comp_75,act_english_25,act_english_75,act_math_25,act_math_75,football_conference,region,status_reopening,stay_at_home_order,large_gatherings,restaurant_limits,bar_closures,face_coverings,class_plan,total_enrollment,percent_infected,greater_than_5
716,New Jersey,Monmouth University,514.0,3.0,1.0,6886.0,994.0,2558.0,4328.0,890.0,103.0,530.0,620.0,520.0,620.0,21.0,27.0,19.0,25.0,21.0,26.0,Big South Conference,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,6167,0.08334684611642613,1
719,New Jersey,New Jersey Institute of Technology,79.0,4.0,1.0,5971.0,1360.0,4018.0,1953.0,1215.0,237.0,580.0,670.0,610.0,720.0,24.0,31.0,24.0,31.0,23.0,33.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,11423,0.0069158714873500836,0
720,New Jersey,Princeton University,161.0,3.0,0.0,1895.0,1335.0,907.0,988.0,940.0,669.0,710.0,770.0,750.0,800.0,33.0,35.0,34.0,36.0,31.0,35.0,Ivy Group,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Fully online,8374,0.019226176259851922,0
721,New Jersey,Ramapo College of New Jersey,53.0,3.0,1.0,4808.0,1030.0,1876.0,2932.0,940.0,191.0,520.0,620.0,510.0,610.0,20.0,27.0,20.0,27.0,19.0,26.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,6174,0.008584386135406543,0
722,New Jersey,Rider University,78.0,2.0,1.0,6710.0,861.0,2589.0,4121.0,484.0,77.0,510.0,610.0,510.0,600.0,19.0,26.0,19.0,26.0,19.0,26.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,4824,0.01616915422885572,0
723,New Jersey,Rowan University,953.0,4.0,1.0,10924.0,2698.0,5534.0,5390.0,2475.0,307.0,520.0,630.0,520.0,640.0,21.0,28.0,21.0,28.0,20.0,27.0,New Jersey Athletic Conference,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily in person,19465,0.04895967120472643,0
724,New Jersey,Rutgers University,530.0,5.0,1.0,25277.0,7315.0,12059.0,13218.0,6585.0,1303.0,590.0,680.0,620.0,750.0,25.0,32.0,24.0,34.0,26.0,32.0,Big Ten Conference,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,7171,0.07390879933063729,1
725,New Jersey,Rutgers University-Newark,49.0,4.0,1.0,9873.0,1402.0,4284.0,5589.0,1333.0,124.0,500.0,590.0,520.0,610.0,19.0,25.0,19.0,25.0,18.0,24.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Primarily online,13451,0.0036428518325775034,0
727,New Jersey,Seton Hall University,185.0,4.0,1.0,14548.0,1631.0,6437.0,8111.0,1424.0,375.0,580.0,660.0,570.0,670.0,24.0,29.0,23.0,31.0,22.0,28.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,10162,0.018205077740602243,0
728,New Jersey,Stevens Institute of Technology,102.0,3.0,1.0,4186.0,969.0,2765.0,1421.0,735.0,195.0,640.0,720.0,700.0,780.0,31.0,34.0,30.0,35.0,29.0,34.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,6929,0.014720738923365565,0
729,New Jersey,Stockton University,258.0,3.0,1.0,5277.0,1537.0,1844.0,3433.0,1208.0,153.0,510.0,610.0,510.0,600.0,20.0,26.0,20.0,26.0,18.0,26.0,Not applicable,Northeast,New Restrictions Imposed,Lifted,New Limit on Large Gatherings in Place,Reopened to Dine-in Service with Capacity Limits,Closed,Required for General Public,Hybrid,9621,0.0268163392578734,0
732,New Mexico,Eastern New Mexico University,24.0,3.0,1.0,1581.0,560.0,587.0,994.0,143.0,451.0,460.0,570.0,440.0,540.0,17.0,22.0,15.0,21.0,16.0,22.0,Lone Star Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,New Service Limits,Closed,Required for Certain Employees,Primarily online,6005,0.003996669442131557,0
736,New Mexico,New Mexico Institute of Mining and Technology,23.0,2.0,1.0,912.0,250.0,565.0,347.0,84.0,222.0,580.0,690.0,590.0,690.0,23.0,29.0,22.0,28.0,24.0,28.0,Not applicable,West,New Restrictions Imposed,Lifted,>25_prohibited,New Service Limits,Closed,Required for Certain Employees,Primarily online,1895,0.012137203166226913,0
737,New Mexico,New Mexico State University,371.0,4.0,1.0,6497.0,2178.0,2636.0,3861.0,704.0,1679.0,480.0,580.0,470.0,570.0,18.0,23.0,16.0,23.0,17.0,23.0,Sun Belt Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,New Service Limits,Closed,Required for Certain Employees,Hybrid,14289,0.025964028273497097,0
739,New Mexico,University of New Mexico,349.0,5.0,1.0,8794.0,2594.0,3543.0,5251.0,21.0,2126.0,470.0,640.0,500.0,650.0,19.0,25.0,17.0,24.0,17.0,24.0,Mountain West Conference,West,New Restrictions Imposed,Lifted,>25_prohibited,New Service Limits,Closed,Required for Certain Employees,Hybrid,24319,0.014350919034499773,0
741,New York,Adelphi University,60.0,3.0,1.0,10342.0,1132.0,3244.0,7098.0,943.0,212.0,530.0,630.0,530.0,620.0,21.0,27.0,22.0,29.0,19.0,26.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,8146,0.007365578197888534,0
743,New York,Alfred University,31.0,2.0,1.0,2801.0,458.0,1302.0,1499.0,396.0,106.0,470.0,590.0,470.0,590.0,19.0,26.0,16.0,24.0,18.0,26.0,Empire Eight,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,2302,0.013466550825369244,0
745,New York,Barnard College,11.0,2.0,0.0,1097.0,632.0,0.0,1097.0,396.0,303.0,670.0,750.0,670.0,770.0,31.0,34.0,33.0,35.0,27.0,33.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,2562,0.00429352068696331,0
749,New York,Clarkson University,21.0,2.0,1.0,4978.0,790.0,2955.0,2023.0,700.0,256.0,560.0,660.0,600.0,690.0,23.0,30.0,21.0,29.0,25.0,30.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,4274,0.004913430042115114,0
750,New York,Colgate University,54.0,2.0,0.0,2247.0,786.0,957.0,1290.0,438.0,348.0,660.0,730.0,670.0,770.0,31.0,34.0,31.0,35.0,28.0,32.0,Patriot League,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,2969,0.018187942068036377,0
751,New York,College of Mount Saint Vincent,44.0,2.0,1.0,2531.0,441.0,725.0,1806.0,399.0,40.0,460.0,570.0,450.0,540.0,18.0,23.0,16.0,23.0,16.0,23.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,1861,0.023643202579258463,0
752,New York,Columbia University,285.0,5.0,1.0,2332.0,1465.0,1152.0,1180.0,936.0,644.0,700.0,770.0,740.0,800.0,33.0,35.0,34.0,36.0,31.0,35.0,Ivy Group,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,31077,0.009170769379283714,0
753,New York,Cornell University,308.0,5.0,1.0,5330.0,3189.0,2402.0,2928.0,2257.0,1298.0,680.0,760.0,720.0,800.0,32.0,35.0,33.0,36.0,30.0,35.0,Ivy Group,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,23600,0.01305084745762712,0
755,New York,D'Youville College,27.0,2.0,1.0,1267.0,217.0,310.0,955.0,191.0,46.0,490.0,590.0,590.0,610.0,19.0,24.0,18.0,25.0,18.0,23.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,3045,0.008866995073891626,0
760,New York,Fordham University,205.0,4.0,1.0,21988.0,2270.0,8360.0,13628.0,1689.0,727.0,620.0,710.0,620.0,740.0,28.0,32.0,29.0,35.0,26.0,31.0,Patriot League,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,16515,0.01241295791704511,0
764,New York,Hofstra University,184.0,4.0,1.0,16728.0,1523.0,6114.0,10614.0,1048.0,325.0,580.0,660.0,580.0,680.0,25.0,30.0,24.0,32.0,24.0,28.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,10871,0.016925765798914544,0
765,New York,Houghton College,1.0,1.0,1.0,811.0,228.0,267.0,544.0,178.0,54.0,540.0,660.0,520.0,660.0,21.0,28.0,20.0,28.0,19.0,27.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,1001,0.000999000999000999,0
769,New York,Le Moyne College,78.0,2.0,1.0,5391.0,654.0,1728.0,3663.0,418.0,112.0,533.0,640.0,540.0,640.0,22.0,28.0,21.0,27.0,23.0,27.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,3356,0.023241954707985697,0
770,New York,Manhattan College,70.0,2.0,1.0,6484.0,891.0,3439.0,3045.0,749.0,104.0,530.0,640.0,530.0,640.0,23.0,28.0,22.0,30.0,20.0,27.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,4232,0.0165406427221172,0
774,New York,Marymount Manhattan College,9.0,2.0,1.0,4431.0,437.0,895.0,3536.0,337.0,111.0,510.0,620.0,470.0,580.0,20.0,27.0,20.0,29.0,17.0,25.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,2063,0.004362578768783325,0
776,New York,Mercy College,50.0,4.0,1.0,5485.0,999.0,1710.0,3775.0,297.0,9.0,450.0,540.0,440.0,540.0,17.0,24.0,16.0,27.0,16.0,23.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,9031,0.0055364854390432955,0
779,New York,Mount Saint Mary College,35.0,2.0,1.0,3048.0,339.0,814.0,2234.0,307.0,60.0,490.0,580.0,480.0,580.0,19.0,24.0,19.0,24.0,17.0,24.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,2352,0.01488095238095238,0
781,New York,New York Institute of Technology,23.0,3.0,1.0,8033.0,852.0,4169.0,3864.0,743.0,145.0,530.0,630.0,540.0,665.0,22.0,29.0,21.0,30.0,21.0,29.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,7173,0.003206468702077234,0
784,New York,Niagara University,198.0,2.0,1.0,3265.0,626.0,1187.0,2078.0,496.0,159.0,510.0,610.0,510.0,620.0,20.0,27.0,19.0,26.0,19.0,26.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully in person,3763,0.05261759234653202,1
788,New York,Pratt Institute,12.0,3.0,0.0,4680.0,783.0,1115.0,3565.0,543.0,147.0,580.0,670.0,580.0,710.0,24.0,30.0,25.0,33.0,22.0,28.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,5015,0.0023928215353938185,0
790,New York,Roberts Wesleyan College,34.0,2.0,1.0,1257.0,222.0,402.0,855.0,205.0,50.0,510.0,630.0,510.0,640.0,19.0,26.0,18.0,25.0,18.0,25.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,1739,0.019551466359977,0
791,New York,Rochester Institute of Technology,140.0,4.0,1.0,13964.0,2683.0,8607.0,5357.0,2012.0,724.0,600.0,690.0,620.0,720.0,27.0,32.0,24.0,31.0,26.0,31.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,16463,0.008503917876450221,0
792,New York,Sarah Lawrence College,12.0,2.0,1.0,2152.0,398.0,426.0,1726.0,180.0,105.0,640.0,720.0,600.0,702.0,28.0,31.0,29.0,35.0,24.0,28.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,1709,0.007021650087770626,0
794,New York,Skidmore College,21.0,2.0,0.0,3336.0,735.0,1241.0,2095.0,390.0,159.0,610.0,700.0,610.0,700.0,28.0,32.0,29.0,34.0,25.0,30.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,2613,0.008036739380022962,0
795,New York,St. Bonaventure University,156.0,2.0,1.0,2294.0,492.0,1190.0,1104.0,440.0,148.0,510.0,620.0,520.0,620.0,19.0,26.0,17.0,25.0,18.0,26.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,2379,0.06557377049180328,1
797,New York,St. John Fisher College,105.0,2.0,1.0,3044.0,601.0,1209.0,1835.0,569.0,182.0,530.0,620.0,540.0,640.0,21.0,26.0,19.0,25.0,20.0,26.0,Empire Eight,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily in person,3712,0.028286637931034482,0
798,New York,St. John's University,120.0,5.0,1.0,21020.0,3135.0,8160.0,12860.0,2425.0,333.0,550.0,640.0,540.0,660.0,23.0,29.0,22.0,30.0,22.0,27.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,21635,0.005546568061012249,0
799,New York,St. Joseph's College Long Island,12.0,2.0,1.0,1273.0,438.0,433.0,840.0,378.0,105.0,510.0,600.0,528.0,600.0,21.0,25.0,18.0,24.0,19.0,25.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,4115,0.0029161603888213854,0
802,New York,Stony Brook University,645.0,5.0,1.0,16370.0,3372.0,7732.0,8638.0,2906.0,686.0,590.0,690.0,640.0,750.0,26.0,32.0,24.0,33.0,26.0,32.0,Colonial Athletic Association,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,26256,0.02456581352833638,0
805,New York,SUNY Brockport,151.0,3.0,1.0,5294.0,1077.0,2116.0,3178.0,1002.0,205.0,500.0,590.0,510.0,600.0,19.0,24.0,17.0,23.0,18.0,25.0,Empire Eight,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,8287,0.01822131048630385,0
806,New York,SUNY Canton,11.0,2.0,1.0,3223.0,707.0,1531.0,1692.0,414.0,69.0,460.0,550.0,460.0,560.0,18.0,23.0,16.0,21.0,17.0,24.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,3213,0.0034235916588857764,0
808,New York,SUNY College of Environmental Science and Forestry,17.0,2.0,1.0,1155.0,353.0,499.0,656.0,310.0,126.0,560.0,650.0,560.0,650.0,23.0,28.0,21.0,28.0,22.0,27.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,2220,0.0076576576576576575,0
809,New York,SUNY Cortland,765.0,3.0,1.0,5959.0,1208.0,2241.0,3718.0,898.0,172.0,540.0,610.0,550.0,620.0,21.0,26.0,21.0,27.0,20.0,26.0,Empire Eight,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,6858,0.1115485564304462,1
810,New York,SUNY Delhi,23.0,2.0,1.0,3708.0,783.0,1730.0,1978.0,483.0,50.0,460.0,570.0,460.0,550.0,20.0,21.0,16.0,23.0,17.0,25.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,3232,0.007116336633663367,0
814,New York,SUNY Morrisville,46.0,2.0,1.0,3596.0,806.0,1655.0,1941.0,417.0,81.0,440.0,530.0,430.0,530.0,17.0,22.0,16.0,22.0,15.0,21.0,Empire Eight,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,2986,0.015405224380442064,0
815,New York,SUNY New Paltz,109.0,3.0,1.0,6517.0,1125.0,2163.0,4354.0,1027.0,178.0,550.0,640.0,540.0,640.0,23.0,28.0,22.0,26.0,22.0,29.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,7608,0.014327024185068349,0
817,New York,SUNY Oneonta,754.0,3.0,1.0,7056.0,1460.0,2499.0,4557.0,1322.0,248.0,490.0,590.0,490.0,590.0,21.0,26.0,20.0,26.0,18.0,26.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Fully online,6543,0.11523765856640684,1
819,New York,SUNY Plattsburgh,143.0,3.0,1.0,5606.0,961.0,2150.0,3456.0,942.0,174.0,490.0,590.0,490.0,590.0,19.0,25.0,17.0,23.0,17.0,24.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Hybrid,5704,0.025070126227208975,0
820,New York,SUNY Polytechnic Institute,23.0,2.0,1.0,2186.0,405.0,1598.0,588.0,356.0,49.0,490.0,660.0,510.0,700.0,20.0,29.0,22.0,26.0,25.0,30.0,Not applicable,Northeast,Reopened,Rolled Back to High Risk Groups,Expanded to New Limit Above 25,Reopened to Dine-in Service with Capacity Limits,Reopened,Required for General Public,Primarily online,3023,0.007608336089976844,0
